"word1","freq"
"saturated",22
"scottish",22
"scrutiny",22
"segments",22
"senses",22
"shannon",22
"shield",22
"shutout",22
"sincere",22
"sis",22
"slave",22
"smack",22
"spam",22
"speeches",22
"spike",22
"spoiled",22
"staged",22
"steadily",22
"stretches",22
"strive",22
"stroll",22
"stumbled",22
"suited",22
"sullivan",22
"sunlight",22
"supper",22
"surge",22
"swiss",22
"switching",22
"sworn",22
"syracuse",22
"td",22
"tense",22
"tenure",22
"themed",22
"thor",22
"toasted",22
"tokyo",22
"touring",22
"trademark",22
"tropical",22
"tsunami",22
"tub",22
"turnovers",22
"two-time",22
"typing",22
"uncertainty",22
"upload",22
"useless",22
"vaccine",22
"velvet",22
"violet",22
"vowed",22
"wallet",22
"walnuts",22
"warnings",22
"weave",22
"wi",22
"wicked",22
"willamette",22
"zealand",22
"zest",22
"zumwalt",22
"-acre",21
"-d",21
"-month-old",21
"ab",21
"accounted",21
"acute",21
"adjustments",21
"advantages",21
"african-american",21
"alaska",21
"angles",21
"angst",21
"anonymity",21
"antibiotics",21
"arc",21
"argues",21
"ashamed",21
"asparagus",21
"astonishing",21
"attic",21
"attributes",21
"availability",21
"b-",21
"backgrounds",21
"balances",21
"balcony",21
"bananas",21
"bartender",21
"batteries",21
"bcs",21
"belonging",21
"beneficial",21
"berlin",21
"biblical",21
"bids",21
"blade",21
"blending",21
"bolt",21
"bombing",21
"bp",21
"breasts",21
"bronx",21
"bumper",21
"bury",21
"cam",21
"capabilities",21
"cardinal",21
"caribbean",21
"carved",21
"classy",21
"clearing",21
"clutch",21
"coaster",21
"coins",21
"complexity",21
"complications",21
"conceived",21
"concentration",21
"continent",21
"coolest",21
"cord",21
"crafty",21
"creator",21
"cunningham",21
"cutie",21
"cycles",21
"daring",21
"debating",21
"deborah",21
"declaration",21
"deepest",21
"delete",21
"delta",21
"demo",21
"demons",21
"denying",21
"depths",21
"developments",21
"devotion",21
"dignity",21
"dimension",21
"disappearance",21
"disclose",21
"dismiss",21
"disorders",21
"diving",21
"dominate",21
"earrings",21
"elvis",21
"enforce",21
"epa",21
"erie",21
"errands",21
"exceptions",21
"exodus",21
"experimental",21
"fa",21
"facial",21
"feathers",21
"fictional",21
"fm",21
"fond",21
"foolish",21
"freakin",21
"freshly",21
"fri",21
"gerald",21
"gettin",21
"giveaways",21
"grandpa",21
"graves",21
"gravy",21
"grin",21
"guessed",21
"guild",21
"halt",21
"hancock",21
"hart",21
"heavens",21
"heroin",21
"high-profile",21
"holly",21
"honda",21
"iced",21
"inadequate",21
"incentive",21
"infamous",21
"informal",21
"inquiries",21
"inspector",21
"install",21
"intel",21
"intensive",21
"interpret",21
"invites",21
"janet",21
"jerk",21
"jj",21
"joey",21
"journals",21
"justices",21
"kicker",21
"killers",21
"languages",21
"licensing",21
"lining",21
"lively",21
"liverpool",21
"lou",21
"lucy",21
"magnificent",21
"mantra",21
"mar",21
"marching",21
"merchandise",21
"mesa",21
"messed",21
"mich",21
"middlesex",21
"midway",21
"mining",21
"misguided",21
"mitsubishi",21
"modified",21
"monetary",21
"nama",21
"newsletter",21
"nl",21
"noah",21
"noises",21
"nolan",21
"nominations",21
"obesity",21
"oddly",21
"omalley",21
"one-time",21
"ordinance",21
"orthodox",21
"ounce",21
"overlooking",21
"owens",21
"painter",21
"partnerships",21
"patterson",21
"peach",21
"peek",21
"pencil",21
"pity",21
"poker",21
"portable",21
"pretending",21
"preventing",21
"promptly",21
"puerto",21
"ramp",21
"rapids",21
"reasonably",21
"rebel",21
"recognizes",21
"recognizing",21
"regarded",21
"renewal",21
"repeal",21
"reservation",21
"reservoir",21
"respective",21
"riots",21
"ripped",21
"roasting",21
"rocked",21
"rocket",21
"rockin",21
"rope",21
"rounded",21
"rs",21
"ruined",21
"satellite",21
"saudi",21
"scenery",21
"scrambled",21
"sectors",21
"sentiments",21
"seton",21
"shaker",21
"shells",21
"shotgun",21
"signals",21
"skies",21
"skipped",21
"slammed",21
"softened",21
"somerset",21
"splash",21
"spouse",21
"ss",21
"stan",21
"stiff",21
"stoked",21
"straightforward",21
"straw",21
"strictly",21
"submission",21
"superstar",21
"surreal",21
"sustainability",21
"sw",21
"tablets",21
"tags",21
"tempe",21
"teresa",21
"thief",21
"thirteen",21
"tier",21
"tire",21
"tofu",21
"tones",21
"transaction",21
"transplant",21
"trent",21
"troubling",21
"trustee",21
"tsa",21
"turnout",21
"unanimously",21
"unemployed",21
"unified",21
"uo",21
"upbeat",21
"updating",21
"utilities",21
"vertical",21
"wagner",21
"walnut",21
"wander",21
"watermelon",21
"well-",21
"wheelchair",21
"widow",21
"winding",21
"wolves",21
"wool",21
"wrist",21
"xbox",21
"yelled",21
"yorks",21
"zones",21
"abandon",20
"absent",20
"adapt",20
"adjacent",20
"af",20
"aiming",20
"aj",20
"allergies",20
"alzheimers",20
"andre",20
"anthem",20
"appointments",20
"aquarium",20
"arbor",20
"artifacts",20
"austerity",20
"avid",20
"baghdad",20
"bedrooms",20
"believer",20
"belongs",20
"bergen",20
"beverages",20
"bing",20
"bipartisan",20
"blossom",20
"blows",20
"booze",20
"bounce",20
"breweries",20
"brook",20
"bumps",20
"burial",20
"catering",20
"celery",20
"chancellor",20
"characteristics",20
"chased",20
"chavez",20
"clicked",20
"cobb",20
"combining",20
"committing",20
"companion",20
"concentrated",20
"condo",20
"conductor",20
"consultants",20
"contests",20
"continuous",20
"converting",20
"copic",20
"cory",20
"costing",20
"cottage",20
"coworkers",20
"crashing",20
"credibility",20
"critic",20
"crochet",20
"crosses",20
"cue",20
"declare",20
"declaring",20
"declines",20
"defenseman",20
"deleted",20
"demonstrates",20
"demonstrators",20
"dense",20
"deposit",20
"depressing",20
"descent",20
"directing",20
"disgusting",20
"disposal",20
"distribute",20
"divisions",20
"diy",20
"doe",20
"downward",20
"dusty",20
"earl",20
"eleven",20
"elf",20
"elliott",20
"embracing",20
"encounters",20
"endorsement",20
"entrees",20
"evolving",20
"exchanged",20
"explosive",20
"faint",20
"faux",20
"feared",20
"filming",20
"filter",20
"fireplace",20
"flawed",20
"flick",20
"flows",20
"floyd",20
"follow-",20
"forty",20
"frequency",20
"gala",20
"generating",20
"ghosts",20
"go-",20
"grasp",20
"greene",20
"greenhouse",20
"gregory",20
"guided",20
"haiti",20
"handing",20
"hansen",20
"harassment",20
"helmet",20
"hesitate",20
"horrific",20
"households",20
"ideological",20
"impress",20
"inclined",20
"incumbent",20
"indoors",20
"infected",20
"influences",20
"instinct",20
"irene",20
"jessie",20
"judged",20
"kiddos",20
"kitten",20
"lakewood",20
"lamar",20
"laser",20
"lend",20
"lent",20
"leon",20
"lesser",20
"luggage",20
"magnolia",20
"mango",20
"marker",20
"marlins",20
"masculine",20
"mccoy",20
"meadow",20
"meadows",20
"meats",20
"mentioning",20
"merchants",20
"mi",20
"miniature",20
"momma",20
"monica",20
"moss",20
"mug",20
"mysteries",20
"naive",20
"nasa",20
"negotiate",20
"ninja",20
"nobel",20
"non-profit",20
"notably",20
"nude",20
"obese",20
"occupation",20
"os",20
"outdoors",20
"outgoing",20
"pairing",20
"parallel",20
"parental",20
"parmesan",20
"parsley",20
"patterned",20
"pdf",20
"peer",20
"personalities",20
"portal",20
"positively",20
"prejudice",20
"processed",20
"propaganda",20
"proudly",20
"proves",20
"psalm",20
"pun",20
"ranger",20
"realizes",20
"rebuild",20
"recipients",20
"recreational",20
"recruited",20
"regular-season",20
"releasing",20
"relentless",20
"renewable",20
"renowned",20
"requesting",20
"resign",20
"rested",20
"revised",20
"risky",20
"royalty",20
"rubbing",20
"rubio",20
"ruins",20
"runway",20
"rusty",20
"sacks",20
"sampling",20
"scare",20
"scent",20
"schmidt",20
"sensation",20
"servants",20
"shaw",20
"shipped",20
"shitty",20
"shouted",20
"shovel",20
"skilled",20
"slim",20
"smashed",20
"specialists",20
"spilled",20
"stained",20
"stamping",20
"stranded",20
"stray",20
"streaming",20
"strengthen",20
"strengths",20
"strickland",20
"stripes",20
"stunned",20
"stylish",20
"subjected",20
"subsequently",20
"succeeded",20
"sunrise",20
"supporter",20
"surf",20
"swallow",20
"sydney",20
"sympathetic",20
"tango",20
"temporarily",20
"tens",20
"threaten",20
"three-year",20
"thrilling",20
"thrive",20
"tj",20
"toes",20
"tolerate",20
"totals",20
"trades",20
"tribal",20
"tucked",20
"uncovered",20
"underlying",20
"unsure",20
"vessels",20
"vet",20
"vienna",20
"villages",20
"violating",20
"vivid",20
"volatile",20
"wales",20
"waterfront",20
"weaknesses",20
"weaver",20
"weddings",20
"wen",20
"whip",20
"whoa",20
"woody",20
"ye",20
"yields",20
"zach",20
"---",19
"-page",19
"=",19
"academics",19
"accumulated",19
"accusing",19
"advent",19
"aloud",19
"appearing",19
"arabia",19
"archives",19
"arthritis",19
"assessed",19
"automakers",19
"backdrop",19
"backpack",19
"barcelona",19
"bearing",19
"belle",19
"belonged",19
"bernanke",19
"biden",19
"binder",19
"biological",19
"birthdays",19
"biscuits",19
"blatant",19
"bliss",19
"bouncing",19
"bowling",19
"braun",19
"bricks",19
"brightly",19
"browsing",19
"bully",19
"bump",19
"campaigning",19
"catalog",19
"caucus",19
"cheddar",19
"chic",19
"churchill",19
"clan",19
"clarke",19
"classmates",19
"classrooms",19
"cm",19
"cock",19
"compact",19
"compelled",19
"con",19
"cone",19
"confirmation",19
"contacts",19
"contamination",19
"contemplating",19
"continuously",19
"correction",19
"countdown",19
"coveted",19
"cracks",19
"crashes",19
"crawford",19
"crunchy",19
"cucumber",19
"curtains",19
"cutest",19
"dances",19
"decorating",19
"deeds",19
"destructive",19
"diamonds",19
"diana",19
"diary",19
"diocese",19
"dire",19
"distinguished",19
"distraction",19
"ditch",19
"doctrine",19
"documented",19
"doin",19
"donuts",19
"dumping",19
"earliest",19
"echo",19
"echoed",19
"elimination",19
"endure",19
"enlightenment",19
"enrolled",19
"entities",19
"equipped",19
"evan",19
"evangelical",19
"exceptional",19
"extract",19
"falcons",19
"favorable",19
"festive",19
"fierce",19
"filmed",19
"fixture",19
"flavour",19
"flaws",19
"florence",19
"folded",19
"folding",19
"four-year",19
"fragile",19
"frederick",19
"frog",19
"fulfill",19
"fulfilling",19
"functioning",19
"fur",19
"gallons",19
"gaps",19
"gb",19
"generals",19
"generic",19
"ghetto",19
"giddy",19
"gifted",19
"glow",19
"goodwill",19
"goodyear",19
"gown",19
"gps",19
"graders",19
"grammar",19
"grieving",19
"guts",19
"hardcore",19
"harmony",19
"hath",19
"haul",19
"hawaiian",19
"hd",19
"hears",19
"heartfelt",19
"hebrew",19
"helm",19
"holland",19
"holmes",19
"hopping",19
"hp",19
"humanities",19
"humidity",19
"installing",19
"invitational",19
"jen",19
"jill",19
"jockey",19
"k-",19
"kris",19
"liam",19
"liberties",19
"lifting",19
"lindsey",19
"litigation",19
"louder",19
"lugar",19
"luther",19
"maid",19
"makeover",19
"manufacturer",19
"manuscript",19
"marion",19
"marking",19
"medieval",19
"meep",19
"mercury",19
"merits",19
"metaphor",19
"mhz",19
"mirrors",19
"misleading",19
"mist",19
"mistaken",19
"monterey",19
"muddy",19
"murdoch",19
"naming",19
"navigate",19
"negotiating",19
"nicer",19
"nicki",19
"noticeable",19
"nutty",19
"ooh",19
"optimism",19
"overdue",19
"oversees",19
"palette",19
"pans",19
"pashmina",19
"passport",19
"paterno",19
"patrons",19
"patton",19
"paula",19
"peeled",19
"pepsi",19
"perez",19
"perseverance",19
"pharmacy",19
"philippines",19
"physicians",19
"pill",19
"piss",19
"platinum",19
"pledged",19
"plum",19
"podcast",19
"poke",19
"polished",19
"portrayed",19
"portugal",19
"predictions",19
"preparations",19
"preschool",19
"preserved",19
"presidency",19
"pressures",19
"prevented",19
"prevents",19
"pricing",19
"prisons",19
"props",19
"protective",19
"proving",19
"pulls",19
"pumping",19
"qaeda",19
"quirky",19
"radar",19
"rains",19
"rats",19
"refusal",19
"resignation",19
"responds",19
"restructuring",19
"revealing",19
"rewarding",19
"richards",19
"right-hander",19
"robbed",19
"roller",19
"sanctions",19
"sank",19
"sassy",19
"satan",19
"scheduling",19
"scrapbook",19
"scrape",19
"scroll",19
"scrub",19
"sears",19
"seasoning",19
"semifinals",19
"servers",19
"skeptical",19
"socialist",19
"societies",19
"solon",19
"soooo",19
"spanning",19
"speedy",19
"spells",19
"stabbed",19
"stall",19
"stampin",19
"standpoint",19
"steer",19
"stimulus",19
"stove",19
"strangely",19
"strategist",19
"streams",19
"striped",19
"structured",19
"subscribe",19
"supervisors",19
"surfing",19
"sweetest",19
"sweetheart",19
"swinging",19
"symbolic",19
"template",19
"temptation",19
"tenants",19
"throne",19
"thumbs",19
"ticking",19
"tina",19
"titans",19
"tolerance",19
"tracy",19
"trader",19
"treadmill",19
"treasurer",19
"trilogy",19
"triumph",19
"trusting",19
"tryna",19
"ufd",19
"undergo",19
"undoubtedly",19
"unprecedented",19
"varsity",19
"verify",19
"vessel",19
"virtue",19
"volleyball",19
"wes",19
"wifes",19
"willie",19
"willis",19
"willow",19
"wizard",19
"wo",19
"xavier",19
"abt",18
"abundance",18
"abv",18
"accidents",18
"achieving",18
"acknowledges",18
"acknowledging",18
"administrations",18
"admired",18
"aisle",18
"ala",18
"allah",18
"almighty",18
"assess",18
"auburn",18
"ballroom",18
"bash",18
"batters",18
"battling",18
"begging",18
"benchmark",18
"betting",18
"bidding",18
"billing",18
"bistro",18
"blasting",18
"blueberries",18
"boiling",18
"bravo",18
"breach",18
"brendan",18
"brent",18
"brett",18
"brownie",18
"builds",18
"buyer",18
"c-",18
"cancelled",18
"capt",18
"cardboard",18
"cargo",18
"cartoons",18
"catherine",18
"cb",18
"centered",18
"certification",18
"chalk",18
"cheesy",18
"cherish",18
"chess",18
"chilly",18
"chooses",18
"cilantro",18
"cites",18
"classified",18
"clearance",18
"collage",18
"commuting",18
"competitor",18
"confronted",18
"consensus",18
"console",18
"cooperate",18
"coordinate",18
"copics",18
"corey",18
"corinthians",18
"cornerback",18
"coupons",18
"courthouse",18
"critique",18
"crow",18
"cubes",18
"dammit",18
"daniels",18
"daylight",18
"deaf",18
"defeating",18
"defence",18
"deficits",18
"defines",18
"denies",18
"desirable",18
"digits",18
"dimensions",18
"distract",18
"dome",18
"doom",18
"doses",18
"downhill",18
"downs",18
"drafting",18
"dragged",18
"drifting",18
"ds",18
"dunk",18
"dustin",18
"edited",18
"educators",18
"egyptian",18
"einstein",18
"electoral",18
"endorse",18
"entertain",18
"examination",18
"examining",18
"exams",18
"excerpt",18
"execute",18
"explicitly",18
"explores",18
"expo",18
"expressions",18
"farmer",18
"feds",18
"fellowship",18
"fighters",18
"filmmakers",18
"finest",18
"first-degree",18
"firstly",18
"flames",18
"flats",18
"flexible",18
"flipping",18
"fools",18
"forests",18
"formally",18
"frontier",18
"fury",18
"futures",18
"generator",18
"generously",18
"glove",18
"governance",18
"governing",18
"grammy",18
"granddaughter",18
"grizzlies",18
"habitat",18
"hampshire",18
"hatch",18
"housed",18
"houstons",18
"hs",18
"identifying",18
"illustrate",18
"inconsistent",18
"indigenous",18
"infused",18
"injuring",18
"invention",18
"ipads",18
"iranian",18
"irrelevant",18
"jacksonville",18
"jelly",18
"jerome",18
"kaplan",18
"karzai",18
"kay",18
"kirkwood",18
"kudos",18
"ky",18
"lesbian",18
"leslie",18
"liberals",18
"lifts",18
"liz",18
"lutheran",18
"marriages",18
"mateo",18
"mater",18
"mayfield",18
"mccarthy",18
"mechanism",18
"mentality",18
"metals",18
"militant",18
"miracles",18
"mixtape",18
"ml",18
"mlb",18
"monitors",18
"monkeys",18
"montana",18
"montreal",18
"morrison",18
"motives",18
"mueller",18
"myers",18
"nash",18
"niche",18
"norman",18
"norris",18
"obligation",18
"obscure",18
"observation",18
"ocd",18
"ofallon",18
"offset",18
"organised",18
"orientation",18
"oscars",18
"outline",18
"outrageous",18
"owning",18
"pandora",18
"passions",18
"petals",18
"petty",18
"pianist",18
"plz",18
"pony",18
"possess",18
"post-dispatch",18
"prayed",18
"preach",18
"prescribed",18
"presentations",18
"printer",18
"proactive",18
"prob",18
"profession",18
"prone",18
"pronounce",18
"prostate",18
"pryor",18
"publicity",18
"pulse",18
"pundits",18
"puppies",18
"puree",18
"quicker",18
"rang",18
"rapper",18
"rebels",18
"reckless",18
"reductions",18
"reflective",18
"refrain",18
"refuses",18
"rehearsal",18
"relates",18
"relying",18
"remnants",18
"renovated",18
"restricted",18
"rib",18
"ricky",18
"riverside",18
"ruthless",18
"saddle",18
"salted",18
"saucepan",18
"schedules",18
"sd",18
"seals",18
"seldom",18
"seminar",18
"servant",18
"shabby",18
"shakes",18
"shanghai",18
"shark",18
"shaved",18
"sherry",18
"shortage",18
"shouldve",18
"sickness",18
"sideline",18
"sinister",18
"sketches",18
"slate",18
"southeastern",18
"sparked",18
"specialized",18
"specifics",18
"spider",18
"squeezed",18
"staffers",18
"stared",18
"stellar",18
"storytelling",18
"strained",18
"stripped",18
"styling",18
"substantially",18
"supernatural",18
"suspense",18
"suv",18
"sweeney",18
"syria",18
"tattoos",18
"terrified",18
"testosterone",18
"tha",18
"thesis",18
"thighs",18
"tht",18
"thyme",18
"tick",18
"timely",18
"tooth",18
"totaling",18
"tournaments",18
"trainers",18
"trendy",18
"truths",18
"tutorials",18
"twine",18
"underwater",18
"unite",18
"vague",18
"vanished",18
"verizon",18
"volunteered",18
"wal-mart",18
"walk-",18
"waved",18
"wholesale",18
"williamson",18
"windy",18
"woodland",18
"wraps",18
"-house",17
"-plus",17
"absorbed",17
"abundant",17
"achilles",17
"adaptation",17
"additions",17
"admits",17
"affecting",17
"akin",17
"al-qaida",17
"aluminum",17
"ambassador",17
"ambitious",17
"analyze",17
"apology",17
"arrogant",17
"arrow",17
"ashes",17
"aspiring",17
"assignments",17
"assumption",17
"asthma",17
"athletics",17
"audrey",17
"aunts",17
"authenticity",17
"avatar",17
"aviation",17
"bachelors",17
"barriers",17
"bathrooms",17
"battered",17
"battlefield",17
"beads",17
"behavioral",17
"beta",17
"betsy",17
"blackmon",17
"bobs",17
"boise",17
"booty",17
"bounty",17
"boycott",17
"bra",17
"butcher",17
"cactus",17
"cannon",17
"canton",17
"ch",17
"chan",17
"chanel",17
"chardonnay",17
"chatter",17
"chilled",17
"citizenship",17
"clackamas",17
"clause",17
"clubhouse",17
"co-worker",17
"coached",17
"coated",17
"coating",17
"cognitive",17
"coin",17
"collectors",17
"colt",17
"commented",17
"commissioned",17
"competent",17
"compiled",17
"completing",17
"complimentary",17
"concealed",17
"confession",17
"conquer",17
"conservatism",17
"cooled",17
"coral",17
"correlation",17
"couldve",17
"countryside",17
"coup",17
"cranberries",17
"crawl",17
"credentials",17
"cuba",17
"curtis",17
"cushion",17
"damaging",17
"dangers",17
"darkest",17
"dealership",17
"deliberate",17
"depot",17
"designing",17
"destined",17
"dipping",17
"dis",17
"discouraged",17
"distinctive",17
"downloaded",17
"downside",17
"dragging",17
"drawer",17
"drizzle",17
"duh",17
"dunn",17
"ebay",17
"eclectic",17
"edible",17
"edwardsville",17
"elect",17
"embarrassment",17
"embraced",17
"enables",17
"enacted",17
"endeavor",17
"epiphany",17
"equals",17
"essays",17
"eternity",17
"euclid",17
"europes",17
"evaluation",17
"eventual",17
"everybodys",17
"everytime",17
"exterior",17
"fares",17
"fatty",17
"fearful",17
"females",17
"festivals",17
"fist",17
"flakes",17
"flooded",17
"freaks",17
"freedoms",17
"frosting",17
"fulfilled",17
"galaxy",17
"gamble",17
"gavin",17
"gee",17
"generosity",17
"gin",17
"goats",17
"goldman",17
"gon",17
"gravity",17
"greed",17
"grid",17
"guarantees",17
"hacking",17
"halak",17
"harold",17
"hating",17
"hauled",17
"hendricks",17
"hendrix",17
"holocaust",17
"honour",17
"hopkins",17
"housewives",17
"humility",17
"ibm",17
"ideally",17
"ignorant",17
"illusion",17
"implementing",17
"inability",17
"inaugural",17
"incomes",17
"incomplete",17
"indicted",17
"infections",17
"infectious",17
"institutional",17
"instructed",17
"interceptions",17
"interpreted",17
"isaac",17
"jobless",17
"joins",17
"joking",17
"jonah",17
"joyce",17
"joyful",17
"kale",17
"karaoke",17
"kathleen",17
"katy",17
"kelley",17
"komen",17
"leaned",17
"leftovers",17
"levy",17
"liberation",17
"life-threatening",17
"lingering",17
"linkedin",17
"litter",17
"lloyd",17
"loading",17
"lobbyist",17
"lobster",17
"logan",17
"long-time",17
"longing",17
"madonna",17
"maggie",17
"mailed",17
"mainland",17
"mashed",17
"matchup",17
"mavericks",17
"melanie",17
"menus",17
"mercer",17
"mf",17
"microphone",17
"midfielder",17
"minimize",17
"minorities",17
"mixes",17
"molly",17
"montgomery",17
"naval",17
"newcomer",17
"nonstop",17
"oats",17
"offensively",17
"old-school",17
"olds",17
"olivia",17
"opposes",17
"oracle",17
"organizer",17
"outdated",17
"outrage",17
"pac",17
"paints",17
"palate",17
"palestinian",17
"parcel",17
"passionately",17
"passive",17
"pathetic",17
"patty",17
"pavilion",17
"penguin",17
"permanently",17
"perspectives",17
"persuade",17
"peru",17
"phrases",17
"pierce",17
"piled",17
"platter",17
"pod",17
"populations",17
"poses",17
"prairie",17
"prefers",17
"prestigious",17
"presumably",17
"productions",17
"promotions",17
"proposing",17
"psychiatric",17
"purely",17
"pushes",17
"quarterbacks",17
"quilts",17
"quiz",17
"raced",17
"rafael",17
"readings",17
"rebecca",17
"recognizable",17
"recycle",17
"refuge",17
"reggae",17
"regrets",17
"regulate",17
"reign",17
"relies",17
"religions",17
"remark",17
"remarkably",17
"renew",17
"reps",17
"resisting",17
"respiratory",17
"restoring",17
"retailer",17
"reversed",17
"revival",17
"rider",17
"ripe",17
"rooftop",17
"roosevelt",17
"rooted",17
"rosa",17
"ruby",17
"ruth",17
"sandra",17
"sandusky",17
"scanned",17
"scenarios",17
"scissors",17
"scraps",17
"searches",17
"seaside",17
"second-degree",17
"selecting",17
"semifinal",17
"sentences",17
"sermon",17
"setup",17
"shallots",17
"sheldon",17
"shimmer",17
"shirley",17
"shoots",17
"short-term",17
"simplicity",17
"slaughter",17
"sleeves",17
"sliding",17
"slope",17
"slots",17
"smartphone",17
"socially",17
"sorely",17
"sorted",17
"soups",17
"sparks",17
"speeds",17
"splendid",17
"squirrel",17
"star-ledger",17
"starred",17
"startup",17
"sterling",17
"sticker",17
"stitching",17
"stuart",17
"subsidiary",17
"subsidies",17
"sucker",17
"sucking",17
"summary",17
"superb",17
"superhero",17
"supervision",17
"supplement",17
"swallowing",17
"switzerland",17
"takeover",17
"tangible",17
"te",17
"thatll",17
"thereafter",17
"threads",17
"three-time",17
"thrill",17
"thrones",17
"thu",17
"tl",17
"toughest",17
"trans",17
"transmission",17
"travelling",17
"tressel",17
"trevor",17
"trousers",17
"trump",17
"two-thirds",17
"ucla",17
"ufc",17
"ufffd",17
"umbrella",17
"uncommon",17
"unfinished",17
"unpleasant",17
"uphill",17
"usda",17
"utilize",17
"utter",17
"vain",17
"variation",17
"varied",17
"verge",17
"viewer",17
"vineyard",17
"violate",17
"volumes",17
"warfare",17
"wasting",17
"wat",17
"watchin",17
"webster",17
"wedge",17
"whistle",17
"withdrawal",17
"witty",17
"yearly",17
"yelp",17
"youths",17
"zombies",17
"-line",16
"aa",16
"abbey",16
"abusive",16
"accomplishments",16
"accustomed",16
"advancement",16
"aforementioned",16
"aftermath",16
"aggressively",16
"aide",16
"airing",16
"alleges",16
"altar",16
"ambulance",16
"amenities",16
"ammunition",16
"amusement",16
"announcements",16
"ants",16
"anyhow",16
"appetizer",16
"archive",16
"argentina",16
"assemble",16
"astros",16
"athens",16
"attracting",16
"attractions",16
"attributed",16
"auctions",16
"auditor",16
"automaker",16
"awakening",16
"bachelor",16
"bankers",16
"baseballs",16
"batches",16
"beatles",16
"bedding",16
"benedict",16
"biography",16
"biology",16
"birmingham",16
"bishops",16
"blueberry",16
"blush",16
"bombers",16
"boulder",16
"bounced",16
"brakes",16
"browser",16
"burglary",16
"burnt",16
"cali",16
"calorie",16
"campuses",16
"certainty",16
"charities",16
"cheeks",16
"cherries",16
"chester",16
"chesterfield",16
"clara",16
"clarify",16
"clearer",16
"clinics",16
"col",16
"colombia",16
"commenting",16
"compassionate",16
"competitions",16
"confess",16
"confidential",16
"connie",16
"consult",16
"contestants",16
"convictions",16
"counterparts",16
"craigslist",16
"crave",16
"crossroads",16
"cuddle",16
"cult",16
"curtain",16
"damp",16
"daytime",16
"dd",16
"deceased",16
"deception",16
"decidedly",16
"delights",16
"demographic",16
"deposits",16
"deprived",16
"destinations",16
"digi",16
"dime",16
"diplomacy",16
"dirk",16
"disciplined",16
"discourse",16
"dominating",16
"dove",16
"drained",16
"dreaded",16
"drown",16
"dual",16
"dubbed",16
"dublin",16
"duct",16
"duo",16
"earnest",16
"ecstasy",16
"edgar",16
"eerie",16
"elk",16
"elliot",16
"energetic",16
"enhanced",16
"ensuing",16
"entertained",16
"entrepreneur",16
"equation",16
"erased",16
"erik",16
"escort",16
"est",16
"excluding",16
"explanations",16
"fab",16
"facilitate",16
"fairies",16
"fam",16
"fills",16
"fitted",16
"foreclosures",16
"fortunes",16
"franchises",16
"freese",16
"freeway",16
"fumble",16
"fusion",16
"fuss",16
"gearing",16
"gel",16
"genes",16
"gigantic",16
"glendale",16
"gloria",16
"gr",16
"grains",16
"greet",16
"gregg",16
"grilling",16
"guinness",16
"gypsy",16
"hacked",16
"handgun",16
"hangs",16
"harbaugh",16
"hash",16
"haven",16
"hay",16
"heartbreak",16
"heater",16
"high-quality",16
"highlighting",16
"holdings",16
"honeymoon",16
"hoop",16
"hornets",16
"huntington",16
"identities",16
"imminent",16
"independently",16
"individually",16
"informative",16
"inserted",16
"insights",16
"installment",16
"insult",16
"interestingly",16
"isaiah",16
"jacksons",16
"jess",16
"joints",16
"jumper",16
"junkie",16
"kaiser",16
"kathy",16
"kemp",16
"keynote",16
"khan",16
"kickoff",16
"kidney",16
"killings",16
"lance",16
"leadoff",16
"learns",16
"legislatures",16
"leisure",16
"lenders",16
"leo",16
"les",16
"lest",16
"levi",16
"liability",16
"liar",16
"lieu",16
"linen",16
"loaf",16
"locate",16
"looming",16
"lowered",16
"lowering",16
"lp",16
"lure",16
"lurking",16
"mantle",16
"martins",16
"marty",16
"masterpiece",16
"median",16
"meltdown",16
"mice",16
"milan",16
"monmouth",16
"mortal",16
"nascar",16
"negotiated",16
"newman",16
"nook",16
"notch",16
"notices",16
"nova",16
"oblivious",16
"offended",16
"olives",16
"ore",16
"ottawa",16
"outage",16
"outcomes",16
"outlined",16
"outright",16
"outsider",16
"overlook",16
"overturned",16
"overweight",16
"pantry",16
"parody",16
"paso",16
"passages",16
"pedal",16
"pensions",16
"pike",16
"pivotal",16
"plains",16
"playful",16
"plead",16
"pleas",16
"pledge",16
"plumbing",16
"poignant",16
"pooh",16
"posed",16
"powdered",16
"practiced",16
"presumed",16
"proceeded",16
"prohibition",16
"protections",16
"proverbs",16
"provider",16
"psychologist",16
"pulp",16
"quo",16
"rained",16
"ramsey",16
"randolph",16
"raspberry",16
"readily",16
"rebound",16
"recruits",16
"recycled",16
"redemption",16
"reduces",16
"rejection",16
"relaxation",16
"remainder",16
"repay",16
"replies",16
"representation",16
"restrict",16
"rests",16
"rhodes",16
"ribbons",16
"rinse",16
"rituals",16
"rivalry",16
"rodney",16
"rogue",16
"roommate",16
"rooting",16
"rosemary",16
"rowing",16
"rts",16
"rulers",16
"salesman",16
"sally",16
"savior",16
"savvy",16
"sayin",16
"scam",16
"scanner",16
"scenic",16
"scoreless",16
"scotch",16
"sensible",16
"shaken",16
"shattered",16
"shepard",16
"sherman",16
"shouting",16
"shove",16
"shutdown",16
"sidelines",16
"silently",16
"similarities",16
"sixteen",16
"skating",16
"sleeve",16
"sloppy",16
"smarter",16
"smelled",16
"snapping",16
"soaring",16
"sober",16
